,areaSource,areaSourceHigh,areaSourceLow,areaTotal,associationId,datlocation,depth,endtime,eventid,h,hHigh,hLow,hfall,hfall_high,hfall_low,l,lHigh,lLow,latitude,locuncertKm,longitude,lppotential,mass,massHigh,massLow,maxdistvhfKm,maxdistvhfReached,maxdisthfKm,maxdisthfReached,maxdistipKm,maxdistipReached,maxdistlpKm,maxdistlpReached,maxdistinfraKm,maxdistinfraReached,infraDetected,name,otherdataquality1to5,peakDischarge,peakDischargeLow,peakDischargeHigh,peakFlowheight,peakFlowheightLow,peakFlowheightHigh,starttime,sources,toeLat,toeLon,topLat,topLon,upstreamDrainarea,type,subtype,volume,volumeHigh,volumeLow
0,100000.0,,,1600000.0,273,IRIS,,2017_06_23 214249,273,1200.0,,,,,,2600.0,,,32.0797,0.0,103.6628,1,,,,,,591.0,False,,,591.0,False,,,,"Xinmo Village, China",5,,,,,,,2017_06_23 213916,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",,,,,,"rock slide, rock avalanche",Rock/ice/debris avalanches and slides,13000000.0,14000000.0,12000000.0
1,,,,10000000.0,285,IRIS,,1997_12_26 070719,285,,,,,,,4000.0,,,16.709,0.1,-62.1762,1,,,,,,0.0,,,,450.0,False,,,,Montserrat,5,,,,,,,1997_12_26 070240,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",16.6753,-62.1762,16.709,-62.1762,,"debris avalanche, pyroclastic density current",Rock/ice/debris avalanches and slides,46000000.0,50000000.0,40000000.0
2,,,,,277,IRIS,,2013_01_21 011052,277,900.0,,,,,,2900.0,,,-43.5611,0.0,170.1801,2,,,,,,73.0,False,,,56.0,False,,,,"Mount Haast, New Zealand",5,,,,,,,2013_01_21 010828,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",-43.5857,170.1764,-43.5611,170.1801,,rock avalanche,Rock/ice/debris avalanches and slides,2000000.0,,
3,,,,,276,IRIS,,2020_07_24 221811,276,,,,,,,,,,35.26,0.0,-111.62292,0,,,,2.0,1.0,2.0,True,,,0.0,,,,,"Museum Fire, Arizona",5,,3.0,6.0,,,,2020_07_24 214125,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",,,,,,debris flow,Lahar/debris flow/outburst flood,,,
4,,,,,280,"NCEDC, IRIS",,2021_07_28 025915,280,,,,,,,,,,41.4197,0.6,-122.2115,0,,,,9.0,1.0,9.0,True,,,0.0,,0.0,,,"Whitney and Bolam Creek, Mount Shasta",4,,,,,,,2021_07_27 172215,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",,,,,,debris flow,Lahar/debris flow/outburst flood,,,
5,,,,,308,"INGV, IRIS",,2014_02_27 165745,308,,,,,,,,,,43.8991,0.05,12.3444,0,,,,,,175.0,True,,,0.0,,,,,"San Leo 1, Italy",5,,,,,,,2014_02_27 165634,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 3.0, May 2025): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",43.9014,12.3439,43.8991,12.3444,,rock fall,Rock/debris falls,110000.0,,
6,,,,45000.0,302,INGV,,2022_11_26 040401,302,440.0,,,,,,1116.0,,,40.7319,0.0,13.8982,0,,,,3.0,1.0,5.0,True,,,0.0,,,,,"Casamicciola, Italy",5,,,,,,,2022_11_26 040041,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",40.7406,13.9018,40.7319,13.8982,,debris flow,Lahar/debris flow/outburst flood,40000.0,,
7,,,,,293,IRIS,,2022_01_06 135004,293,,,,,,,,,,46.1894,1.0,-122.1655,0,,,,,,15.0,True,,,0.0,,,,False,"Shoestring Notch, Mount St Helens",2,,,,,,,2022_01_06 133112,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",,,,,,snow avalanche,Snow avalanches,,,
8,3500.0,4100.0,2600.0,60000.0,299,IRIS,,2022_12_22 102106,299,240.0,320.0,200.0,,,,430.0,600.0,400.0,50.7395,0.0,-116.7833,0,,,,,,488.0,True,,,0.0,,,,,Snowpatch Spire,4,,,,,,,2022_12_22 101834,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",50.7411,-116.778,50.7395,-116.7833,,rock fall,Rock/debris falls,23000.0,30000.0,18000.0
9,,,,,272,"IRIS, GEOFON",,2014_07_21 232953,272,,,,,,,2100.0,,,65.0124,0.2,-16.6852,1,,,,,,127.0,True,,,584.0,False,,,,Askja Caldera,5,,,,,,,2014_07_21 232404,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",65.0238,-16.7264,65.0124,-16.6852,,"rock slide, outburst flood",Rock/ice/debris avalanches and slides,20000000.0,50000000.0,12000000.0
10,600.0,900.0,300.0,11000.0,265,IRIS,,2021_07_27 073114,265,220.0,,,,,,200.0,,,49.6813,0.0,-123.1482,0,,,,,,219.0,True,,,0.0,,,,,"Black Dyke, Stawamus Chief",4,,,,,,,2021_07_27 073009,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",49.6817,-123.1501,49.6813,-123.1482,,rock fall,Rock/debris falls,3000.0,3500.0,3300.0
11,,,,,298,IRIS,,2022_09_03 205501,298,,,,,,,,,,46.2014,0.2,-122.1753,0,,,,,,18.0,True,,,0.0,,,,False,Mount St Helens,2,,,,,,,2022_09_03 205215,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",,,,,,rock fall,Rock/debris falls,,,
12,,,,,318,"NCEDC, IRIS",,2022_08_03 060517,318,,,,,,,,,,41.4401,1.0,-122.2111,0,,,,8.0,1.0,9.0,False,,,0.0,,7.0,True,True,"Bolam Creek, Mount Shasta",3,,,,,,,2022_08_03 015801,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 3.0, May 2025): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",,,,,,debris flow,Lahar/debris flow/outburst flood,,,
13,260000.0,330000.0,180000.0,5800000.0,284,IRIS,,2022_09_01 181139,284,1500.0,,,,,,20000.0,21000.0,17000.0,53.975,0.0,-129.326,1,,,,,,490.0,False,,,490.0,False,,,,Ecstall River,4,,,,,,,2022_09_01 180315,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",53.8485,-129.3488,53.975,-129.326,,"rock and ice avalanche, outburst flood",Rock/ice/debris avalanches and slides,10000000.0,14000000.0,7100000.0
14,,,,,333,IRIS,,2023_03_13 120547,333,700.0,1000.0,600.0,,,,4000.0,4400.0,3600.0,46.1888,0.3,-122.1653,0,,,,,,52.0,True,,,0.0,,0.0,,False,"Shoestring Notch, Mount St Helens",2,,,,,,,2023_03_13 114808,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 3.0, May 2025): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",46.1754,-122.1179,46.1888,-122.1653,,snow avalanche,Snow avalanches,,,
15,,,,,278,"NCEDC, IRIS",,2021_06_28 024542,278,,,,,,,,,,41.3907,0.5,-122.1855,0,,,,0.0,,26.0,True,,,0.0,,0.0,,,"Mud Creek, Mount Shasta",4,,,,,,,2021_06_27 214812,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",,,,,,debris flow,Lahar/debris flow/outburst flood,,,
16,,,,,330,IRIS,,2023_08_28 001204,330,800.0,900.0,700.0,,,,5000.0,5400.0,4800.0,45.3497,0.1,-121.6957,0,,,,7.0,1.0,32.0,True,,,0.0,,0.0,,False,"White River, Mount Hood",4,,,,,,,2023_08_27 234430,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 3.0, May 2025): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",45.308,-121.68,45.3497,-121.6957,,debris flow,Lahar/debris flow/outburst flood,,,
17,88000.0,,55639.0,154000.0,287,IRIS,,2022_06_28 223544,287,380.0,,,,,,700.0,,,40.302,0.0,-105.6835,2,,,,,,70.0,True,,,156.0,True,0.0,,False,"Chaos Canyon, Rocky Mountain National Park",5,,,,,,,2022_06_28 223344,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",40.3013,-105.6779,40.302,-105.6835,,debris slide,Rock/ice/debris avalanches and slides,2130000.0,2250000.0,2010000.0
18,140000.0,,,1500000.0,325,IRIS,,2023_09_14 021000,325,1300.0,,,,,,3400.0,,,63.1399,0.0,-151.1872,1,,,,,,594.0,False,,,594.0,False,287.0,True,True,"Peters Dome, Denali National Park",4,,,,,,,2023_09_14 020638,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 3.0, May 2025): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",63.1688,-151.2044,63.1399,-151.1872,,rock and ice avalanche,Rock/ice/debris avalanches and slides,4500000.0,6000000.0,3000000.0
19,,,,,266,IRIS,,2022_05_08 034118,266,,,,,,,140.0,160.0,120.0,60.093,0.0,-149.4461,0,,,,,,2.0,True,,,0.0,,0.0,,False,Lowell Point,4,,,,,,,2022_05_08 033908,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",60.0935,-149.4438,60.093,-149.4461,,rock slide,Rock/ice/debris avalanches and slides,76500.0,,
20,,,,,271,IRIS,,2010_09_12 204110,271,1000.0,1100.0,990.0,,,,1320.0,,,35.4088,0.0,77.1718,1,190000000000.0,,,,,682.0,False,,,694.0,False,,,,Siachen Glacier,4,,,,,,,2010_09_12 203729,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",35.4116,77.1373,35.4088,77.1718,,landslide,Rock/ice/debris avalanches and slides,,,1000000.0
21,,,,,269,GEOFON,,2010_01_04 084032,269,1175.0,,,,,,1300.0,,,36.3179,0.0,74.823,1,110000000000.0,,,,,773.0,False,,,790.0,False,,,,"Hunza-Attabad, Pakistan",4,,,,,,,2010_01_04 083654,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",36.3056,74.8197,36.3179,74.823,,landslide,Rock/ice/debris avalanches and slides,45000000.0,,
22,20700.0,,,370000.0,323,"IRIS, NCEDC",,2023_05_15 044004,323,348.0,,,,,,7500.0,7600.0,,46.28,0.0,-122.1895,0,,,,0.0,,16.0,True,,,0.0,,0.0,,False,"South Coldwater, Mount St Helens",4,,,,,,,2023_05_15 032910,"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 3.0, May 2025): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;",46.28742,-122.26492,46.27995,-122.18941,,"debris slide, debris flow",Rock/ice/debris avalanches and slides,234000.0,235000.0,
